Given_answer,File
1,stimuli/V04.mp4
1,stimuli/V07.mp4
1,control/R08.mp4
1,stimuli/V01.mp4
1,stimuli/V10.mp4
1,stimuli/V02.mp4
1,stimuli/V14.mp4
1,stimuli/V05.mp4
1,stimuli/V06.mp4
1,stimuli/V09.mp4
1,stimuli/V03.mp4
1,control/R13.mp4
1,control/R11.mp4
1,stimuli/V12.mp4
